condition,participant,wait_duration_before_circle,BINNING,is_valid,space_pressed_duration,space_RT,DIFFERENCE,RATIO,ABS ERROR,Avg.underest.(percentage)
6-Prediction-RF,NSV,0.65,650 MS.,TRUE,0.59,0.24,-0.06,0.910691613,-0.089308387,0.089308387
6-Prediction-RF,NSV,0.65,650 MS.,FALSE,0.71,0.38,0.06,1.095375597,0.095375597,-0.095375597
6-Prediction-RF,NSV,0.65,650 MS.,TRUE,0.76,0.21,0.11,1.169223839,0.169223839,-0.169223839
6-Prediction-RF,NSV,0.65,650 MS.,TRUE,0.64,0.22,-0.01,0.984560908,-0.015439092,0.015439092
6-Prediction-RF,NSV,0.65,650 MS.,TRUE,0.77,0.18,0.12,1.181488968,0.181488968,-0.181488968
6-Prediction-RF,NSV,0.65,650 MS.,FALSE,0.64,0.3,-0.01,0.984556522,-0.015443478,0.015443478
6-Prediction-RF,NSV,0.65,650 MS.,TRUE,0.82,0.24,0.17,1.267689623,0.267689623,-0.267689623
6-Prediction-RF,NSV,0.65,650 MS.,TRUE,0.31,0.27,-0.34,0.479976508,-0.520023492,0.520023492
6-Prediction-RF,NSV,0.65,650 MS.,TRUE,0.78,0.62,0.13,1.206106072,0.206106072,-0.206106072
6-Prediction-RF,NSV,0.65,650 MS.,TRUE,1.09,0.32,0.44,1.673800344,0.673800344,-0.673800344
6-Prediction-RF,NSV,0.65,650 MS.,TRUE,0.76,0.44,0.11,1.169180416,0.169180416,-0.169180416
6-Prediction-RF,NSV,0.65,650 MS.,TRUE,0.81,0.31,0.16,1.243040061,0.243040061,-0.243040061
6-Prediction-RF,NSV,0.65,650 MS.,TRUE,0.66,0.29,0.01,1.021565077,0.021565077,-0.021565077
6-Prediction-RF,NSV,0.65,650 MS.,TRUE,0.36,0.32,-0.29,0.553828697,-0.446171303,0.446171303
6-Prediction-RF,NSV,0.65,650 MS.,TRUE,0.77,0.61,0.12,1.181477125,0.181477125,-0.181477125
6-Prediction-RF,NSV,0.65,650 MS.,FALSE,0.62,0.29,-0.03,0.959980648,-0.040019352,0.040019352
6-Prediction-RF,NSV,0.65,650 MS.,TRUE,0.44,0.27,-0.21,0.676916849,-0.323083151,0.323083151
7-Control- FF,NSV,0.65,650 MS.,,0.37,0.41,-0.28,0.566148214,-0.433851786,0.433851786
7-Control- FF,NSV,0.65,650 MS.,,0.47,0.24,-0.18,0.726153688,-0.273846312,0.273846312
7-Control- FF,NSV,0.65,650 MS.,,0.55,0.31,-0.1,0.849160257,-0.150839743,0.150839743
7-Control- FF,NSV,0.65,650 MS.,,0.31,0.35,-0.34,0.479999754,-0.520000246,0.520000246
7-Control- FF,NSV,0.65,650 MS.,,0.38,0.34,-0.27,0.578456328,-0.421543672,0.421543672
7-Control- FF,NSV,0.65,650 MS.,,0.31,0.44,-0.34,0.479997561,-0.520002439,0.520002439
7-Control- FF,NSV,0.65,650 MS.,,0.41,0.27,-0.24,0.62766071,-0.37233929,0.37233929
7-Control- FF,NSV,0.65,650 MS.,,0.34,0.39,-0.31,0.516891637,-0.483108363,0.483108363
7-Control- FF,NSV,0.65,650 MS.,,0.46,0.3,-0.19,0.701521671,-0.298478329,0.298478329
7-Control- FF,NSV,0.65,650 MS.,,0.46,0.38,-0.19,0.701540532,-0.298459468,0.298459468
7-Control- FF,NSV,0.65,650 MS.,,0.41,0.29,-0.24,0.627667727,-0.372332273,0.372332273
7-Control- FF,NSV,0.65,650 MS.,,0.42,0.39,-0.23,0.652309394,-0.347690606,0.347690606
7-Control- FF,NSV,0.65,650 MS.,,0.49,0.24,-0.16,0.750771231,-0.249228769,0.249228769
7-Control- FF,NSV,0.65,650 MS.,,0.49,0.31,-0.16,0.750765529,-0.249234471,0.249234471
7-Control- FF,NSV,0.65,650 MS.,,0.41,0.32,-0.24,0.627669043,-0.372330957,0.372330957
7-Control- FF,NSV,0.65,650 MS.,,0.44,0.36,-0.21,0.676902813,-0.323097187,0.323097187
7-Control- FF,NSV,0.65,650 MS.,,0.39,0.36,-0.26,0.60304229,-0.39695771,0.39695771
7-Control- FF,NSV,0.65,650 MS.,,0.37,0.21,-0.28,0.566117072,-0.433882928,0.433882928
7-Control- FF,NSV,0.65,650 MS.,,0.38,0.32,-0.27,0.578444485,-0.421555515,0.421555515
7-Control- FF,NSV,0.65,650 MS.,,0.34,0.39,-0.31,0.516867951,-0.483132049,0.483132049
7-Control- FF,NSV,0.65,650 MS.,,0.36,0.39,-0.29,0.553775624,-0.446224376,0.446224376
7-Control- FF,NSV,0.65,650 MS.,,0.36,0.41,-0.29,0.553801064,-0.446198936,0.446198936
7-Control- FF,NSV,0.65,650 MS.,,0.36,0.41,-0.29,0.553778255,-0.446221745,0.446221745
7-Control- FF,NSV,0.65,650 MS.,,0.39,0.42,-0.26,0.603066852,-0.396933148,0.396933148
7-Control- FF,NSV,0.65,650 MS.,,0.34,0.28,-0.31,0.516921024,-0.483078976,0.483078976
7-Control- FF,NSV,0.65,650 MS.,,0.34,0.34,-0.31,0.516895146,-0.483104854,0.483104854
7-Control- FF,NSV,0.65,650 MS.,,0.33,0.26,-0.32,0.504603261,-0.495396739,0.495396739
7-Control- FF,NSV,0.65,650 MS.,,0.32,0.34,-0.33,0.492309184,-0.507690816,0.507690816
7-Control- FF,NSV,0.65,650 MS.,,0.38,0.17,-0.27,0.578380446,-0.421619554,0.421619554
7-Control- FF,NSV,0.65,650 MS.,,0.35,0.27,-0.3,0.541537251,-0.458462749,0.458462749
7-Control- FF,NSV,0.65,650 MS.,,0.36,0.3,-0.29,0.553998443,-0.446001557,0.446001557
7-Control- FF,NSV,0.65,650 MS.,,0.41,0.21,-0.24,0.627657201,-0.372342799,0.372342799
7-Control- FF,NSV,0.65,650 MS.,,0.41,0.18,-0.24,0.627727818,-0.372272182,0.372272182
7-Control- FF,NSV,0.65,650 MS.,,0.38,0.12,-0.27,0.590753037,-0.409246963,0.409246963
7-Control- FF,NSV,0.65,650 MS.,,0.35,0.19,-0.3,0.5415026,-0.4584974,0.4584974
7-Control- FF,NSV,0.65,650 MS.,,0.36,0.25,-0.29,0.55380852,-0.44619148,0.44619148
7-Control- FF,NSV,0.65,650 MS.,,0.34,0.25,-0.31,0.529183082,-0.470816918,0.470816918
7-Control- FF,NSV,0.65,650 MS.,,0.34,0.3,-0.31,0.529249314,-0.470750686,0.470750686
7-Control- FF,NSV,0.65,650 MS.,,0.36,0.23,-0.29,0.553827819,-0.446172181,0.446172181
7-Control- FF,NSV,0.65,650 MS.,,0.37,0.24,-0.28,0.56614646,-0.43385354,0.43385354
7-Control- FF,NSV,0.65,650 MS.,,0.34,0.24,-0.31,0.529252823,-0.470747177,0.470747177
7-Control- FF,NSV,0.65,650 MS.,,0.38,0.21,-0.27,0.590746896,-0.409253104,0.409253104
7-Control- FF,NSV,0.65,650 MS.,,0.38,0.1,-0.27,0.590789442,-0.409210558,0.409210558
7-Control- FF,NSV,0.65,650 MS.,,0.38,0.18,-0.27,0.590743387,-0.409256613,0.409256613
7-Control- FF,NSV,0.65,650 MS.,,0.38,0.12,-0.27,0.578410273,-0.421589727,0.421589727
7-Control- FF,NSV,0.65,650 MS.,,0.42,0.12,-0.23,0.640001281,-0.359998719,0.359998719
7-Control- FF,NSV,0.65,650 MS.,,0.43,0.04,-0.22,0.664485922,-0.335514078,0.335514078
7-Control- FF,NSV,0.65,650 MS.,,0.48,0.03,-0.17,0.738288985,-0.261711015,0.261711015
7-Control- FF,NSV,0.65,650 MS.,,0.39,0.04,-0.26,0.603008077,-0.396991923,0.396991923
7-Control- FF,NSV,0.65,650 MS.,,0.54,0.03,-0.11,0.836817492,-0.163182508,0.163182508
0-Control-RR,DT,0.37,150-450 MS.,,0.19,2.2,-0.18,0.512665711,-0.487334289,0.487334289
0-Control-RR,DT,1.11,750-1150 MS.,,0.3,0.94,-0.82,0.266095913,-0.733904087,0.733904087
0-Control-RR,DT,0.35,150-450 MS.,,0.15,0.62,-0.2,0.435667705,-0.564332295,0.564332295
0-Control-RR,DT,0.42,150-450 MS.,,0.22,0.75,-0.19,0.5346587,-0.4653413,0.4653413
0-Control-RR,DT,0.92,750-1150 MS.,,0.3,0.74,-0.61,0.33184088,-0.66815912,0.66815912
0-Control-RR,DT,0.28,150-450 MS.,,0.24,0.54,-0.04,0.858920097,-0.141079903,0.141079903
0-Control-RR,DT,0.82,750-1150 MS.,,0.58,0.53,-0.24,0.704504285,-0.295495715,0.295495715
0-Control-RR,DT,0.46,450-750 MS.,,0.29,0.82,-0.17,0.632342608,-0.367657392,0.367657392
0-Control-RR,DT,0.66,450-750 MS.,,0.46,0.84,-0.19,0.708181841,-0.291818159,0.291818159
0-Control-RR,DT,1.06,750-1150 MS.,,0.39,0.88,-0.67,0.369094987,-0.630905013,0.630905013
0-Control-RR,DT,0.86,750-1150 MS.,,0.49,0.8,-0.37,0.568683079,-0.431316921,0.431316921
0-Control-RR,DT,0.41,150-450 MS.,,0.41,0.99,-0.01,0.98368215,-0.01631785,0.01631785
0-Control-RR,DT,0.48,450-750 MS.,,0.34,0.83,-0.13,0.722069603,-0.277930397,0.277930397
0-Control-RR,DT,0.35,150-450 MS.,,0.28,0.83,-0.07,0.789427071,-0.210572929,0.210572929
0-Control-RR,DT,0.86,750-1150 MS.,,0.22,0.89,-0.64,0.259645567,-0.740354433,0.740354433
0-Control-RR,DT,0.46,450-750 MS.,,0.22,0.45,-0.24,0.470461172,-0.529538828,0.529538828
0-Control-RR,DT,0.59,450-750 MS.,,0.14,0.64,-0.45,0.231709323,-0.768290677,0.768290677
0-Control-RR,DT,0.33,150-450 MS.,,0.11,0.44,-0.22,0.340365178,-0.659634822,0.659634822
0-Control-RR,DT,0.96,750-1150 MS.,,0.46,0.66,-0.5,0.476720739,-0.523279261,0.523279261
0-Control-RR,DT,0.18,150-450 MS.,,0.23,0.56,0.05,1.288208724,0.288208724,-0.288208724
0-Control-RR,DT,0.71,450-750 MS.,,0.24,0.49,-0.47,0.33788683,-0.66211317,0.66211317
0-Control-RR,DT,0.51,450-750 MS.,,0.25,0.5,-0.26,0.486399839,-0.513600161,0.513600161
0-Control-RR,DT,0.87,750-1150 MS.,,0.2,0.41,-0.67,0.230964073,-0.769035927,0.769035927
0-Control-RR,DT,0.71,450-750 MS.,,0.15,0.58,-0.55,0.215479598,-0.784520402,0.784520402
0-Control-RR,DT,0.33,150-450 MS.,,0.21,0.63,-0.12,0.630827302,-0.369172698,0.369172698
0-Control-RR,DT,1.08,750-1150 MS.,,0.42,0.89,-0.67,0.383633714,-0.616366286,0.616366286
0-Control-RR,DT,0.98,750-1150 MS.,,0.46,0.51,-0.51,0.475624079,-0.524375921,0.524375921
0-Control-RR,DT,0.18,150-450 MS.,,0.13,0.43,-0.06,0.693644487,-0.306355513,0.306355513
0-Control-RR,DT,0.8,750-1150 MS.,,0.2,0.76,-0.6,0.248624169,-0.751375831,0.751375831
0-Control-RR,DT,0.73,450-750 MS.,,0.14,0.29,-0.6,0.185689149,-0.814310851,0.814310851
0-Control-RR,DT,1,750-1150 MS.,,0.34,0.39,-0.65,0.3451498,-0.6548502,0.6548502
0-Control-RR,DT,0.32,150-450 MS.,,0.1,0.61,-0.22,0.300523128,-0.699476872,0.699476872
0-Control-RR,DT,0.22,150-450 MS.,,0.08,0.59,-0.14,0.364064815,-0.635935185,0.635935185
0-Control-RR,DT,0.21,150-450 MS.,,0.08,0.44,-0.13,0.378343385,-0.621656615,0.621656615
0-Control-RR,DT,1.05,750-1150 MS.,,0.38,0.41,-0.66,0.366762119,-0.633237881,0.633237881
0-Control-RR,DT,1.04,750-1150 MS.,,0.48,0.37,-0.56,0.463676211,-0.536323789,0.536323789
0-Control-RR,DT,0.2,150-450 MS.,,0.19,0.58,-0.01,0.938574795,-0.061425205,0.061425205
0-Control-RR,DT,1.11,750-1150 MS.,,0.58,0.45,-0.52,0.527617667,-0.472382333,0.472382333
0-Control-RR,DT,0.89,750-1150 MS.,,0.21,0.52,-0.69,0.232842199,-0.767157801,0.767157801
0-Control-RR,DT,0.53,450-750 MS.,,0.23,0.53,-0.3,0.439139239,-0.560860761,0.560860761
0-Control-RR,DT,0.73,450-750 MS.,,0.5,0.4,-0.23,0.68114568,-0.31885432,0.31885432
0-Control-RR,DT,0.98,750-1150 MS.,,0.64,0.55,-0.34,0.655378568,-0.344621432,0.344621432
0-Control-RR,DT,0.8,750-1150 MS.,,0.33,0.64,-0.48,0.40757486,-0.59242514,0.59242514
0-Control-RR,DT,1.11,750-1150 MS.,,0.22,0.48,-0.89,0.194665904,-0.805334096,0.805334096
0-Control-RR,DT,0.18,150-450 MS.,,0.09,0.46,-0.09,0.498413877,-0.501586123,0.501586123
0-Control-RR,DT,0.42,150-450 MS.,,0.09,0.21,-0.33,0.211206086,-0.788793914,0.788793914
0-Control-RR,DT,1.06,750-1150 MS.,,0.68,0.31,-0.38,0.642801671,-0.357198329,0.357198329
0-Control-RR,DT,0.75,750-1150 MS.,,0.34,0.52,-0.41,0.457692107,-0.542307893,0.542307893
0-Control-RR,DT,0.52,450-750 MS.,,0.14,0.45,-0.39,0.259136234,-0.740863766,0.740863766
0-Control-RR,DT,0.62,450-750 MS.,,0.1,0.31,-0.52,0.155217077,-0.844782923,0.844782923
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.33,0.67,-0.32,0.50458133,-0.49541867,0.49541867
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.24,0.46,-0.41,0.369183311,-0.630816689,0.630816689
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.19,0.29,-0.46,0.295322788,-0.704677212,0.704677212
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.17,0.32,-0.48,0.258453275,-0.741546725,0.741546725
1-Motor-FF,DT,0.65,650 MS.,FALSE,0.12,0.45,-0.53,0.18455854,-0.81544146,0.81544146
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.3,0.24,-0.35,0.467658745,-0.532341255,0.532341255
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.23,0.37,-0.42,0.356892742,-0.643107258,0.643107258
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.28,0.33,-0.37,0.430757213,-0.569242787,0.569242787
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.17,0.05,-0.48,0.258348445,-0.741651555,0.741651555
1-Motor-FF,DT,0.65,650 MS.,FALSE,0.22,0.36,-0.43,0.33228441,-0.66771559,0.66771559
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.15,0.41,-0.5,0.233753272,-0.766246728,0.766246728
1-Motor-FF,DT,0.65,650 MS.,FALSE,0.15,0.47,-0.5,0.233802836,-0.766197164,0.766197164
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.26,0.44,-0.39,0.406137915,-0.593862085,0.593862085
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.26,0.3,-0.39,0.393764448,-0.606235552,0.606235552
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.25,0.51,-0.4,0.381528268,-0.618471732,0.618471732
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.21,0.43,-0.44,0.319971472,-0.680028528,0.680028528
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.21,0.54,-0.44,0.319992964,-0.680007036,0.680007036
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.24,0.52,-0.41,0.369198662,-0.630801338,0.630801338
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.21,0.32,-0.44,0.319957436,-0.680042564,0.680042564
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.21,0.32,-0.44,0.319924978,-0.680075022,0.680075022
1-Motor-FF,DT,0.65,650 MS.,FALSE,0.17,0.92,-0.48,0.258476522,-0.741523478,0.741523478
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.22,0.4,-0.43,0.344626736,-0.655373264,0.655373264
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.18,0.46,-0.47,0.270749546,-0.729250454,0.729250454
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.15,0.16,-0.5,0.233794502,-0.766205498,0.766205498
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.14,0.16,-0.51,0.209149326,-0.790850674,0.790850674
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.16,0.18,-0.49,0.246133319,-0.753866681,0.753866681
1-Motor-FF,DT,0.65,650 MS.,FALSE,0.23,0.32,-0.42,0.356883092,-0.643116908,0.643116908
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.17,0.18,-0.48,0.258436607,-0.741563393,0.741563393
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.15,0.42,-0.5,0.233798888,-0.766201112,0.766201112
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.18,0.3,-0.47,0.270763581,-0.729236419,0.729236419
1-Motor-FF,DT,0.65,650 MS.,FALSE,0.12,0.11,-0.53,0.18459977,-0.81540023,0.81540023
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.2,0.06,-0.45,0.307618181,-0.692381819,0.692381819
1-Motor-FF,DT,0.65,650 MS.,FALSE,0.1,0.72,-0.55,0.159970384,-0.840029616,0.840029616
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.2,0.65,-0.45,0.307589232,-0.692410768,0.692410768
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.14,0.38,-0.51,0.209164239,-0.790835761,0.790835761
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.26,0.3,-0.39,0.393803485,-0.606196515,0.606196515
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.22,0.19,-0.43,0.332300639,-0.667699361,0.667699361
1-Motor-FF,DT,0.65,650 MS.,FALSE,0.14,0.16,-0.51,0.209178714,-0.790821286,0.790821286
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.21,0.27,-0.44,0.319969279,-0.680030721,0.680030721
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.18,0.29,-0.47,0.283071256,-0.716928744,0.716928744
1-Motor-FF,DT,0.65,650 MS.,FALSE,0.19,0.48,-0.46,0.295362263,-0.704637737,0.704637737
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.14,0.39,-0.51,0.221482002,-0.778517998,0.778517998
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.17,0.35,-0.48,0.25843266,-0.74156734,0.74156734
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.27,0.3,-0.38,0.418402606,-0.581597394,0.581597394
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.29,0.27,-0.36,0.443047343,-0.556952657,0.556952657
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.18,0.42,-0.47,0.283075642,-0.716924358,0.716924358
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.29,0.27,-0.36,0.443084625,-0.556915375,0.556915375
1-Motor-FF,DT,0.65,650 MS.,FALSE,0.21,0.48,-0.44,0.319979367,-0.680020633,0.680020633
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.22,0.62,-0.43,0.332268181,-0.667731819,0.667731819
1-Motor-FF,DT,0.65,650 MS.,TRUE,0.18,0.49,-0.47,0.270720158,-0.729279842,0.729279842
2-Control-FR,DT,0.42,150-450 MS.,,0.19,0.62,-0.22,0.46037957,-0.53962043,0.53962043
2-Control-FR,DT,0.33,150-450 MS.,,0.22,0.69,-0.11,0.655003634,-0.344996366,0.344996366
2-Control-FR,DT,0.98,750-1150 MS.,,0.58,0.54,-0.4,0.589837937,-0.410162063,0.410162063
2-Control-FR,DT,1.06,750-1150 MS.,,0.55,0.48,-0.51,0.51973819,-0.48026181,0.48026181
2-Control-FR,DT,0.86,750-1150 MS.,,0.42,0.48,-0.45,0.482271106,-0.517728894,0.517728894
2-Control-FR,DT,1.05,750-1150 MS.,,0.48,0.34,-0.57,0.458468919,-0.541531081,0.541531081
2-Control-FR,DT,0.87,750-1150 MS.,,0.53,0.51,-0.34,0.609716799,-0.390283201,0.390283201
2-Control-FR,DT,0.62,450-750 MS.,,0.24,0.49,-0.38,0.388229027,-0.611770973,0.611770973
2-Control-FR,DT,0.71,450-750 MS.,,0.19,0.57,-0.52,0.270334995,-0.729665005,0.729665005
2-Control-FR,DT,0.37,150-450 MS.,,0.26,0.32,-0.11,0.704920873,-0.295079127,0.295079127
2-Control-FR,DT,0.46,450-750 MS.,,0.15,0.46,-0.3,0.333751141,-0.666248859,0.666248859
2-Control-FR,DT,0.96,750-1150 MS.,,0.34,0.24,-0.61,0.359633207,-0.640366793,0.640366793
2-Control-FR,DT,0.18,150-450 MS.,,0.1,0.35,-0.09,0.520254616,-0.479745384,0.479745384
2-Control-FR,DT,0.86,750-1150 MS.,,0.49,0.21,-0.37,0.568707002,-0.431292998,0.431292998
2-Control-FR,DT,0.82,750-1150 MS.,,0.42,0.31,-0.39,0.518650042,-0.481349958,0.481349958
2-Control-FR,DT,0.66,450-750 MS.,,0.14,0.74,-0.51,0.219817752,-0.780182248,0.780182248
2-Control-FR,DT,0.18,150-450 MS.,,0.08,0.42,-0.1,0.453295492,-0.546704508,0.546704508
2-Control-FR,DT,0.73,450-750 MS.,,0.57,0.27,-0.16,0.78001119,-0.21998881,0.21998881
2-Control-FR,DT,0.32,150-450 MS.,,0.23,0.35,-0.09,0.72632812,-0.27367188,0.27367188
2-Control-FR,DT,0.53,450-750 MS.,,0.18,0.23,-0.34,0.348264346,-0.651735654,0.651735654
2-Control-FR,DT,0.2,150-450 MS.,,0.11,0.31,-0.09,0.547535066,-0.452464934,0.452464934
2-Control-FR,DT,0.73,450-750 MS.,,0.28,0.37,-0.45,0.382326175,-0.617673825,0.617673825
2-Control-FR,DT,0.89,750-1150 MS.,,0.18,0.41,-0.71,0.206007818,-0.793992182,0.793992182
2-Control-FR,DT,0.71,450-750 MS.,,0.17,0.52,-0.54,0.238131771,-0.761868229,0.761868229
2-Control-FR,DT,1.06,750-1150 MS.,,0.54,0.26,-0.51,0.514257885,-0.485742115,0.485742115
2-Control-FR,DT,0.41,150-450 MS.,,0.33,0.39,-0.09,0.790782674,-0.209217326,0.209217326
2-Control-FR,DT,0.52,450-750 MS.,,0.21,0.28,-0.32,0.396351351,-0.603648649,0.603648649
2-Control-FR,DT,0.92,750-1150 MS.,,0.58,0.23,-0.34,0.628725868,-0.371274132,0.371274132
2-Control-FR,DT,0.21,150-450 MS.,,0.13,0.32,-0.08,0.605271475,-0.394728525,0.394728525
2-Control-FR,DT,1.08,750-1150 MS.,,0.22,0.22,-0.87,0.199204172,-0.800795828,0.800795828
2-Control-FR,DT,1.11,750-1150 MS.,,0.4,0.44,-0.71,0.359564336,-0.640435664,0.640435664
2-Control-FR,DT,0.18,150-450 MS.,,0.13,0.44,-0.05,0.710710736,-0.289289264,0.289289264
2-Control-FR,DT,0.46,450-750 MS.,,0.11,0.41,-0.35,0.243906672,-0.756093328,0.756093328
2-Control-FR,DT,1.11,750-1150 MS.,,0.12,0.5,-0.99,0.10825507,-0.89174493,0.89174493
2-Control-FR,DT,1.04,750-1150 MS.,,0.13,0.26,-0.91,0.123636744,-0.876363256,0.876363256
2-Control-FR,DT,0.35,150-450 MS.,,0.09,0.32,-0.26,0.252195255,-0.747804745,0.747804745
2-Control-FR,DT,0.8,750-1150 MS.,,0.09,0.29,-0.72,0.109414513,-0.890585487,0.890585487
2-Control-FR,DT,0.22,150-450 MS.,,0.1,0.25,-0.12,0.47331423,-0.52668577,0.52668577
2-Control-FR,DT,0.33,150-450 MS.,,0.13,0.23,-0.2,0.388965623,-0.611034377,0.611034377
2-Control-FR,DT,0.98,750-1150 MS.,,0.37,0.38,-0.61,0.37724671,-0.62275329,0.62275329
2-Control-FR,DT,0.51,450-750 MS.,,0.26,0.22,-0.25,0.517806719,-0.482193281,0.482193281
2-Control-FR,DT,0.42,150-450 MS.,,0.22,0.3,-0.2,0.515509664,-0.484490336,0.484490336
2-Control-FR,DT,0.28,150-450 MS.,,0.27,0.94,-0.01,0.973316672,-0.026683328,0.026683328
2-Control-FR,DT,0.59,450-750 MS.,,0.46,0.27,-0.12,0.790608815,-0.209391185,0.209391185
2-Control-FR,DT,0.8,750-1150 MS.,,0.42,0.21,-0.39,0.516865528,-0.483134472,0.483134472
2-Control-FR,DT,0.48,450-750 MS.,,0.4,0.33,-0.08,0.839691411,-0.160308589,0.160308589
2-Control-FR,DT,0.35,150-450 MS.,,0.34,0.94,-0.01,0.969865271,-0.030134729,0.030134729
2-Control-FR,DT,1,750-1150 MS.,,0.46,0.33,-0.53,0.465562648,-0.534437352,0.534437352
2-Control-FR,DT,1.11,750-1150 MS.,,0.5,0.33,-0.61,0.448104026,-0.551895974,0.551895974
2-Control-FR,DT,0.75,750-1150 MS.,,0.54,0.4,-0.22,0.71310705,-0.28689295,0.28689295
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.34,0.29,-0.31,0.516960061,-0.483039939,0.483039939
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.39,0.27,-0.26,0.603071239,-0.396928761,0.396928761
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.46,0.18,-0.19,0.713888998,-0.286111002,0.286111002
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.52,0.14,-0.13,0.799959384,-0.200040616,0.200040616
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.51,0.33,-0.14,0.787653025,-0.212346975,0.212346975
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.47,0.35,-0.18,0.726151934,-0.273848066,0.273848066
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.47,0.24,-0.18,0.726104124,-0.273895876,0.273895876
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.49,0.19,-0.16,0.75077781,-0.24922219,0.24922219
3-Prediction-FF,DT,0.65,650 MS.,FALSE,0.47,0.42,-0.18,0.726137898,-0.273862102,0.273862102
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.52,0.23,-0.13,0.799997982,-0.200002018,0.200002018
3-Prediction-FF,DT,0.65,650 MS.,FALSE,0.5,0.12,-0.15,0.775388335,-0.224611665,0.224611665
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.45,0.06,-0.2,0.68910478,-0.31089522,0.31089522
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.46,0.26,-0.19,0.701590973,-0.298409027,0.298409027
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.51,0.07,-0.14,0.787707414,-0.212292586,0.212292586
3-Prediction-FF,DT,0.65,650 MS.,FALSE,0.51,0.19,-0.14,0.78765785,-0.21234215,0.21234215
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.54,0.06,-0.11,0.824591839,-0.175408161,0.175408161
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.67,-0.11,0.02,1.033781519,0.033781519,-0.033781519
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.52,0.39,-0.13,0.799945787,-0.200054213,0.200054213
3-Prediction-FF,DT,0.65,650 MS.,FALSE,0.36,0.58,-0.29,0.553834399,-0.446165601,0.446165601
3-Prediction-FF,DT,0.65,650 MS.,FALSE,0.3,0.3,-0.35,0.467629357,-0.532370643,0.532370643
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.3,0.32,-0.35,0.4677048,-0.5322952,0.5322952
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.47,0.27,-0.18,0.726113774,-0.273886226,0.273886226
3-Prediction-FF,DT,0.65,650 MS.,FALSE,0.46,0.23,-0.19,0.713880665,-0.286119335,0.286119335
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.5,0.48,-0.15,0.775339209,-0.224660791,0.224660791
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.35,0.34,-0.3,0.541484178,-0.458515822,0.458515822
3-Prediction-FF,DT,0.65,650 MS.,TRUE,0.35,0.36,-0.3,0.541510057,-0.458489943,0.458489943
